post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral,post_date,post_time,followers,engagement_level,follower_category,creator_id
501,LinkedIn,carousel,Entertainment,DE,FR,"2025-07-13 15:32:00","#MovieTime #FollowForMore #Viral #ShowBiz #Entertainment #Funny #Trending",0.18,20675,1125,433,173,0.0838,1,2025-07-13,15:32:00,838,LOW,SMALL,5
502,LinkedIn,video,Fashion,ES,UK,"2025-07-14 15:24:00","#FashionTips #TrendingStyle #Fashion #Style #Lookbook #OOTD",0.95,1273,22,8,3,0.0273,0,2025-07-14,15:24:00,273,LOW,SMALL,5
503,LinkedIn,poll,Education,JA,FR,"2025-08-01 23:24:00","#Knowledge #AcademicSuccess #Learning #Education #StudyTips #Certification",0.74,13728,1049,403,161,0.1177,1,2025-08-01,23:24:00,1177,LOW,SMALL,5
504,LinkedIn,image,Education,JA,DE,"2025-12-23 15:47:00","#Education #StudyTips #Learning #Certification",0.81,46709,3266,1256,502,0.1076,1,2025-12-23,15:47:00,1076,LOW,SMALL,5
505,LinkedIn,video,Lifestyle,JA,MX,"2025-05-11 10:07:00","#MindfulLiving #Positivity #Wellness",0.29,6265,317,122,48,0.0781,0,2025-05-11,10:07:00,781,LOW,SMALL,5
506,LinkedIn,video,Health,ES,FR,"2025-05-10 16:42:00","#HealthTips #Fitness #MentalHealth #Nutrition #Health #Wellness",0.87,23570,1959,753,301,0.1279,1,2025-05-10,16:42:00,1279,LOW,SMALL,5
507,LinkedIn,image,Business,PT,UK,"2025-01-04 15:06:00","#Hustle #CareerGrowth #Leadership",0.84,12182,373,143,57,0.0471,0,2025-01-04,15:06:00,471,LOW,SMALL,5
508,LinkedIn,video,Sports,FR,JP,"2025-04-04 09:36:00","#Fitness #Training #Sports #Workout",-0.1,27790,1122,431,172,0.0622,0,2025-04-04,09:36:00,622,LOW,SMALL,5
509,LinkedIn,poll,Entertainment,ES,IN,"2025-05-31 09:04:00","#Entertainment #Funny #Viral #FollowForMore #MovieTime",0.46,5001,172,66,26,0.053,0,2025-05-31,09:04:00,530,LOW,SMALL,5
510,LinkedIn,article,Food,EN,IN,"2025-04-19 09:38:00","#Cooking #Recipe #FoodBlog #Foodie #MustTry #Food",0.93,21658,1830,704,281,0.1301,1,2025-04-19,09:38:00,1301,LOW,SMALL,5
511,LinkedIn,image,Health,PT,CA,"2025-01-30 10:06:00","#MentalHealth #Nutrition #Wellness",0.47,35775,1272,489,195,0.0547,0,2025-01-30,10:06:00,547,LOW,SMALL,5
512,LinkedIn,video,Education,JA,CA,"2025-12-18 15:26:00","#Education #Learning #Knowledge #AcademicSuccess #Certification #StudyTips",-0.34,45428,1708,657,262,0.0579,0,2025-12-18,15:26:00,579,LOW,SMALL,5
513,LinkedIn,poll,Travel,PT,CA,"2025-02-11 15:54:00","#Travel #Tourism #Wanderlust #ExploreMore #Journey #Adventure",0.24,47967,2354,905,362,0.0755,0,2025-02-11,15:54:00,755,LOW,SMALL,5
514,LinkedIn,video,Travel,HI,UK,"2025-12-11 14:57:00","#Travel #Tourism #Adventure #Journey #Wanderlust #ExploreMore",0.13,6861,141,54,21,0.0317,0,2025-12-11,14:57:00,317,LOW,SMALL,5
515,LinkedIn,article,Sports,DE,FR,"2025-05-24 14:30:00","#Sports #Workout #Fitness #Basketball #Training #Cricket #Football",-0.31,40366,629,242,96,0.024,0,2025-05-24,14:30:00,240,LOW,SMALL,5
516,LinkedIn,image,Health,PT,AU,"2025-08-12 07:07:00","#Health #Nutrition #HealthTips #Wellness #MentalHealth",-0.14,25100,511,196,78,0.0314,0,2025-08-12,07:07:00,314,LOW,SMALL,5
517,LinkedIn,image,Health,EN,UK,"2025-02-01 10:27:00","#Fitness #Wellness #HealthTips #Health #MentalHealth",0.91,21704,618,238,95,0.0439,0,2025-02-01,10:27:00,439,LOW,SMALL,5
518,LinkedIn,image,Business,JA,JP,"2025-03-17 04:42:00","#BusinessTips #Leadership #StartupLife #Entrepreneur #Hustle #CareerGrowth",-0.36,32344,1558,599,239,0.0741,0,2025-03-17,04:42:00,741,LOW,SMALL,5
519,LinkedIn,video,Travel,UR,FR,"2025-01-31 10:52:00","#Adventure #Journey #Travel #Tourism #ExploreMore #Wanderlust",0.89,11432,1121,431,172,0.1509,1,2025-01-31,10:52:00,1509,LOW,SMALL,5
520,LinkedIn,poll,Health,DE,FR,"2025-12-14 14:25:00","#HealthTips #Fitness #Nutrition",0.52,36914,1646,633,253,0.0686,0,2025-12-14,14:25:00,686,LOW,SMALL,5
521,LinkedIn,video,Education,EN,UK,"2025-08-23 18:28:00","#StudyTips #Knowledge #Education #Learning #AcademicSuccess #Certification",-0.2,48576,3134,1205,482,0.0993,1,2025-08-23,18:28:00,993,LOW,SMALL,5
522,LinkedIn,article,Sports,PT,FR,"2025-12-14 01:22:00","#Fitness #Sports #Workout #Football #Basketball #Training",-0.44,27476,689,265,106,0.0386,0,2025-12-14,01:22:00,386,LOW,SMALL,5
523,LinkedIn,article,Business,PT,JP,"2025-06-04 05:47:00","#Hustle #BusinessTips #CareerGrowth #StartupLife #Entrepreneur #Leadership",0.67,1760,43,16,6,0.0384,0,2025-06-04,05:47:00,383,LOW,SMALL,5
524,LinkedIn,article,Entertainment,JA,AU,"2025-04-26 15:44:00","#Entertainment #Funny #Viral #FollowForMore #MovieTime #Trending #ShowBiz",0.46,5161,348,134,53,0.104,1,2025-04-26,15:44:00,1040,LOW,SMALL,5
525,LinkedIn,poll,Sports,PT,US,"2025-07-21 15:33:00","#Cricket #Workout #Sports #Fitness #Football #Training #Basketball",0.15,1348,68,26,10,0.0789,0,2025-07-21,15:33:00,789,LOW,SMALL,5
526,LinkedIn,image,Entertainment,EN,MX,"2025-10-22 10:35:00","#ShowBiz #Entertainment #MovieTime #Funny #Trending",0.98,12246,641,246,98,0.0806,1,2025-10-22,10:35:00,806,LOW,SMALL,5
527,LinkedIn,article,Business,UR,US,"2025-09-23 09:34:00","#Entrepreneur #Leadership #CareerGrowth #StartupLife #Hustle #BusinessTips",0.71,46084,1086,417,167,0.0363,0,2025-09-23,09:34:00,363,LOW,SMALL,5
528,LinkedIn,article,Business,EN,BR,"2025-03-14 10:38:00","#Entrepreneur #Leadership #StartupLife #Hustle #BusinessTips #CareerGrowth",0.55,26020,1673,643,257,0.099,1,2025-03-14,10:38:00,990,LOW,SMALL,5
529,LinkedIn,video,Health,JA,IN,"2025-05-11 22:34:00","#Health #Fitness #Wellness #HealthTips",0.79,34516,2233,859,343,0.0996,1,2025-05-11,22:34:00,995,LOW,SMALL,5
530,LinkedIn,carousel,Sports,DE,FR,"2025-07-14 10:17:00","#Cricket #Sports #Training",0.6,6831,294,113,45,0.0664,0,2025-07-14,10:17:00,664,LOW,SMALL,5
531,LinkedIn,image,Lifestyle,ES,BR,"2025-05-21 15:24:00","#Lifestyle #DailyLife #Motivation",0.88,7261,434,167,66,0.0921,1,2025-05-21,15:24:00,921,LOW,SMALL,5
532,LinkedIn,poll,Lifestyle,UR,CA,"2025-02-20 05:48:00","#DailyLife #Motivation #Positivity #MindfulLiving #Lifestyle #Wellness",0.71,11190,756,291,116,0.104,1,2025-02-20,05:48:00,1040,LOW,SMALL,5
533,LinkedIn,video,Health,UR,US,"2025-11-24 22:15:00","#HealthTips #MentalHealth #Nutrition #Health #Wellness #Fitness",0.05,19076,1450,557,223,0.117,1,2025-11-24,22:15:00,1170,LOW,SMALL,5
534,LinkedIn,poll,Business,UR,IN,"2025-06-06 14:40:00","#BusinessTips #Entrepreneur #Hustle",0.43,49720,1772,681,272,0.0549,0,2025-06-06,14:40:00,549,LOW,SMALL,5
535,LinkedIn,carousel,Technology,PT,AU,"2025-03-11 09:00:00","#MachineLearning #CodingLife #AI #TechTrends #DataScience #Programming #Innovation",-0.4,35610,1800,692,277,0.0778,0,2025-03-11,09:00:00,777,LOW,SMALL,5
536,LinkedIn,article,Food,JA,MX,"2025-12-12 16:11:00","#Cooking #Foodie #MustTry",-0.62,25844,506,194,77,0.0302,0,2025-12-12,16:11:00,302,LOW,SMALL,5
537,LinkedIn,article,Education,FR,AU,"2025-03-02 15:16:00","#Learning #AcademicSuccess #StudyTips #Certification",-0.16,43137,1909,734,293,0.0681,0,2025-03-02,15:16:00,680,LOW,SMALL,5
538,LinkedIn,article,Travel,JA,US,"2025-07-02 15:19:00","#Travel #Journey #Wanderlust #Tourism #ExploreMore",0.41,29233,1476,567,227,0.0777,0,2025-07-02,15:19:00,777,LOW,SMALL,5
539,LinkedIn,article,Fashion,ES,FR,"2025-03-05 00:49:00","#OOTD #Style #TrendingStyle #FashionTips #Lookbook #Fashion",0.94,36155,3047,1172,468,0.1297,1,2025-03-05,00:49:00,1297,LOW,SMALL,5
540,LinkedIn,article,Travel,JA,MX,"2025-03-13 15:22:00","#Adventure #Travel #Journey #Tourism #ExploreMore #Wanderlust",0.85,3071,89,34,13,0.0452,0,2025-03-13,15:22:00,451,LOW,SMALL,5
541,LinkedIn,video,Travel,UR,IN,"2025-08-04 15:45:00","#Wanderlust #Tourism #ExploreMore #Travel",0.46,2386,57,22,8,0.0371,0,2025-08-04,15:45:00,371,LOW,SMALL,5
542,LinkedIn,image,Fashion,EN,BR,"2025-01-27 10:38:00","#Fashion #TrendingStyle #FashionTips #Style #OOTD #Lookbook",0.66,41475,1138,437,175,0.0422,0,2025-01-27,10:38:00,422,LOW,SMALL,5
543,LinkedIn,poll,Sports,FR,UK,"2025-02-28 22:42:00","#Fitness #Basketball #Sports #Training #Cricket #Football",0.48,3514,123,47,19,0.0542,0,2025-02-28,22:42:00,542,LOW,SMALL,5
544,LinkedIn,video,Sports,PT,US,"2025-11-12 09:26:00","#Football #Workout #Fitness #Cricket #Basketball #Training #Sports",0.66,4385,171,66,26,0.0604,0,2025-11-12,09:26:00,604,LOW,SMALL,5
545,LinkedIn,image,Education,UR,DE,"2025-12-31 14:11:00","#Learning #Certification #Knowledge",0.68,40749,958,368,147,0.0362,0,2025-12-31,14:11:00,362,LOW,SMALL,5
546,LinkedIn,video,Lifestyle,JA,DE,"2025-06-21 09:00:00","#Wellness #DailyLife #Motivation #MindfulLiving #Positivity #Lifestyle",0.57,39294,1746,671,268,0.0684,0,2025-06-21,09:00:00,684,LOW,SMALL,5
547,LinkedIn,article,Sports,HI,US,"2025-10-28 20:12:00","#Workout #Basketball #Sports #Cricket",-0.44,20757,1083,416,166,0.0803,1,2025-10-28,20:12:00,803,LOW,SMALL,5
548,LinkedIn,video,Fashion,ES,US,"2025-03-07 14:22:00","#TrendingStyle #Fashion #Lookbook #FashionTips #Style",0.96,34021,2821,1085,434,0.1276,1,2025-03-07,14:22:00,1276,LOW,SMALL,5
549,LinkedIn,video,Food,UR,MX,"2025-05-29 09:12:00","#Recipe #MustTry #Food #FoodBlog #Foodie #Cooking",0.63,40794,1485,571,228,0.0561,0,2025-05-29,09:12:00,561,LOW,SMALL,5
550,LinkedIn,video,Technology,ES,CA,"2025-04-22 09:29:00","#CodingLife #Programming #Innovation #DataScience #MachineLearning #AI #TechTrends",0.08,12213,344,132,53,0.0434,0,2025-04-22,09:29:00,434,LOW,SMALL,5
551,LinkedIn,poll,Business,UR,US,"2025-11-24 14:17:00","#Hustle #Entrepreneur #Leadership",0.4,23771,1440,554,221,0.0933,1,2025-11-24,14:17:00,932,LOW,SMALL,5
552,LinkedIn,image,Education,HI,AU,"2025-05-16 13:18:00","#Learning #Certification #Knowledge #AcademicSuccess #Education",0.98,36218,2611,1004,401,0.1109,1,2025-05-16,13:18:00,1109,LOW,SMALL,5
553,LinkedIn,poll,Entertainment,PT,UK,"2025-11-17 17:52:00","#Viral #Trending #MovieTime #ShowBiz #Funny #FollowForMore",0.54,48597,2326,894,357,0.0737,0,2025-11-17,17:52:00,737,LOW,SMALL,5
554,LinkedIn,video,Travel,HI,JP,"2025-04-03 10:36:00","#Journey #Adventure #Wanderlust #Travel #ExploreMore #Tourism",0.21,46047,2570,988,395,0.0859,1,2025-04-03,10:36:00,859,LOW,SMALL,5
555,LinkedIn,article,Sports,HI,FR,"2025-05-06 15:46:00","#Fitness #Workout #Sports #Cricket #Training #Football #Basketball",0.41,43236,3580,1377,550,0.1274,1,2025-05-06,15:46:00,1274,LOW,SMALL,5
556,LinkedIn,video,Business,HI,UK,"2025-03-15 19:50:00","#BusinessTips #Leadership #StartupLife",-0.16,10124,425,163,65,0.0648,0,2025-03-15,19:50:00,648,LOW,SMALL,5
557,LinkedIn,poll,Travel,ES,UK,"2025-06-19 10:34:00","#Wanderlust #ExploreMore #Travel #Tourism #Journey #Adventure",0.46,28216,713,274,109,0.0389,0,2025-06-19,10:34:00,388,LOW,SMALL,5
558,LinkedIn,video,Technology,FR,FR,"2025-07-17 14:58:00","#TechTrends #CodingLife #AI #Programming #Innovation #DataScience #MachineLearning",0.97,24416,565,217,87,0.0357,0,2025-07-17,14:58:00,357,LOW,SMALL,5
559,LinkedIn,image,Entertainment,DE,IN,"2025-01-23 05:33:00","#Funny #Viral #FollowForMore #MovieTime #Trending",0.77,19809,869,334,133,0.0675,0,2025-01-23,05:33:00,675,LOW,SMALL,5
560,LinkedIn,article,Lifestyle,JA,DE,"2025-05-16 22:04:00","#DailyLife #MindfulLiving #Motivation",0.67,32354,2562,985,394,0.1219,1,2025-05-16,22:04:00,1219,LOW,SMALL,5
561,LinkedIn,article,Food,PT,UK,"2025-03-16 10:49:00","#Cooking #MustTry #Recipe #Foodie #FoodBlog #Food",0.78,10058,807,310,124,0.1237,1,2025-03-16,10:49:00,1237,LOW,SMALL,5
562,LinkedIn,video,Health,PT,AU,"2025-09-12 15:34:00","#MentalHealth #Health #Nutrition #Fitness",0.82,15374,1123,432,172,0.1125,1,2025-09-12,15:34:00,1125,LOW,SMALL,5
563,LinkedIn,video,Education,EN,BR,"2025-01-09 15:58:00","#Learning #Knowledge #AcademicSuccess",0.23,10132,347,133,53,0.0529,0,2025-01-09,15:58:00,529,LOW,SMALL,5
564,LinkedIn,video,Fashion,PT,BR,"2025-04-18 01:08:00","#Lookbook #Style #TrendingStyle",0.15,28833,1119,430,172,0.0597,0,2025-04-18,01:08:00,597,LOW,SMALL,5
565,LinkedIn,article,Food,HI,JP,"2025-11-01 00:23:00","#Food #Foodie #MustTry #Recipe",0.89,10811,859,330,132,0.1223,1,2025-11-01,00:23:00,1223,LOW,SMALL,5
566,LinkedIn,carousel,Sports,UR,JP,"2025-07-30 14:41:00","#Sports #Football #Training #Fitness #Cricket #Workout #Basketball",0.41,28762,1847,710,284,0.0988,1,2025-07-30,14:41:00,988,LOW,SMALL,5
567,LinkedIn,carousel,Fashion,UR,CA,"2025-09-14 10:59:00","#OOTD #Fashion #TrendingStyle #FashionTips",0,4669,126,48,19,0.0419,0,2025-09-14,10:59:00,419,LOW,SMALL,5
568,LinkedIn,video,Fashion,HI,JP,"2025-09-02 15:10:00","#OOTD #TrendingStyle #Style",0.46,24770,1471,566,226,0.0914,1,2025-09-02,15:10:00,914,LOW,SMALL,5
569,LinkedIn,image,Technology,FR,UK,"2025-03-25 09:38:00","#Programming #DataScience #MachineLearning",0.78,3121,109,42,16,0.0543,0,2025-03-25,09:38:00,543,LOW,SMALL,5
570,LinkedIn,article,Food,EN,CA,"2025-09-05 14:19:00","#Cooking #MustTry #Recipe",0.59,26601,1883,724,289,0.109,1,2025-09-05,14:19:00,1090,LOW,SMALL,5
571,LinkedIn,video,Entertainment,DE,FR,"2025-09-15 10:37:00","#FollowForMore #Funny #Entertainment #Trending #MovieTime #ShowBiz",0.45,42022,908,349,139,0.0333,0,2025-09-15,10:37:00,333,LOW,SMALL,5
572,LinkedIn,video,Business,ES,MX,"2025-09-14 14:50:00","#StartupLife #Hustle #Leadership #CareerGrowth",0.02,47711,3038,1168,467,0.098,1,2025-09-14,14:50:00,980,LOW,SMALL,5
573,LinkedIn,carousel,Business,FR,CA,"2025-11-07 10:40:00","#BusinessTips #Hustle #Entrepreneur #CareerGrowth #Leadership #StartupLife",0.59,20372,562,216,86,0.0425,0,2025-11-07,10:40:00,425,LOW,SMALL,5
574,LinkedIn,image,Food,DE,DE,"2025-02-15 15:30:00","#Recipe #Foodie #Food #Cooking #FoodBlog",0.92,27275,1377,529,211,0.0777,0,2025-02-15,15:30:00,777,LOW,SMALL,5
575,LinkedIn,poll,Sports,JA,DE,"2025-09-20 10:05:00","#Basketball #Cricket #Training #Football #Workout #Sports #Fitness",-0.08,37752,497,191,76,0.0203,0,2025-09-20,10:05:00,203,LOW,SMALL,5
576,LinkedIn,article,Lifestyle,PT,MX,"2025-10-19 09:24:00","#MindfulLiving #Lifestyle #Motivation #DailyLife #Positivity #Wellness",0.51,8100,677,260,104,0.1288,1,2025-10-19,09:24:00,1288,LOW,SMALL,5
577,LinkedIn,carousel,Health,FR,FR,"2025-06-18 14:31:00","#Nutrition #MentalHealth #Health #Wellness",0.73,31799,870,334,133,0.0421,0,2025-06-18,14:31:00,421,LOW,SMALL,5
578,LinkedIn,video,Education,EN,CA,"2025-07-14 14:30:00","#Learning #Education #Certification #Knowledge",0.55,12541,269,103,41,0.033,0,2025-07-14,14:30:00,330,LOW,SMALL,5
579,LinkedIn,article,Lifestyle,PT,IN,"2025-06-02 14:26:00","#DailyLife #Motivation #MindfulLiving #Lifestyle #Wellness #Positivity",0.85,11782,382,147,58,0.05,0,2025-06-02,14:26:00,500,LOW,SMALL,5
580,LinkedIn,carousel,Travel,JA,AU,"2025-12-19 22:22:00","#ExploreMore #Tourism #Travel #Wanderlust #Journey #Adventure",0.09,10477,365,140,56,0.0538,0,2025-12-19,22:22:00,538,LOW,SMALL,5
581,LinkedIn,image,Technology,ES,JP,"2025-03-17 14:50:00","#TechTrends #DataScience #Innovation #AI #MachineLearning #Programming #CodingLife",0.75,3391,112,43,17,0.0513,0,2025-03-17,14:50:00,513,LOW,SMALL,5
582,LinkedIn,video,Health,ES,CA,"2025-07-13 10:43:00","#Health #Fitness #HealthTips #Nutrition #Wellness #MentalHealth",0.92,46830,2715,1044,417,0.0892,1,2025-07-13,10:43:00,892,LOW,SMALL,5
583,LinkedIn,carousel,Health,PT,DE,"2025-06-30 13:48:00","#Health #Wellness #MentalHealth #HealthTips #Fitness",0.76,36570,1855,713,285,0.0781,0,2025-06-30,13:48:00,781,LOW,SMALL,5
584,LinkedIn,image,Health,UR,CA,"2025-02-20 03:41:00","#HealthTips #MentalHealth #Health",0.85,36699,897,345,138,0.0376,0,2025-02-20,03:41:00,376,LOW,SMALL,5
585,LinkedIn,carousel,Fashion,EN,UK,"2025-08-04 15:24:00","#Style #TrendingStyle #Fashion",0.88,31405,1581,608,243,0.0775,0,2025-08-04,15:24:00,775,LOW,SMALL,5
586,LinkedIn,carousel,Technology,DE,BR,"2025-09-17 14:53:00","#CodingLife #MachineLearning #AI #TechTrends #Innovation #DataScience",0.87,35010,2926,1125,450,0.1286,1,2025-09-17,14:53:00,1286,LOW,SMALL,5
587,LinkedIn,poll,Education,DE,MX,"2025-10-20 07:25:00","#AcademicSuccess #StudyTips #Learning #Knowledge",0.96,26586,2620,1007,403,0.1516,1,2025-10-20,07:25:00,1516,LOW,SMALL,5
588,LinkedIn,video,Health,DE,AU,"2025-03-23 09:51:00","#HealthTips #Health #MentalHealth #Fitness",-0.25,11423,788,303,121,0.1063,1,2025-03-23,09:51:00,1063,LOW,SMALL,5
589,LinkedIn,video,Entertainment,HI,US,"2025-08-12 10:39:00","#Funny #Entertainment #ShowBiz #FollowForMore #MovieTime #Trending #Viral",0.87,13226,476,183,73,0.0554,0,2025-08-12,10:39:00,554,LOW,SMALL,5
590,LinkedIn,video,Lifestyle,FR,AU,"2025-05-06 12:16:00","#Lifestyle #Motivation #MindfulLiving #Positivity #Wellness #DailyLife",0.96,9040,232,89,35,0.0396,0,2025-05-06,12:16:00,396,LOW,SMALL,5
591,LinkedIn,image,Lifestyle,ES,IN,"2025-02-09 14:25:00","#Positivity #Lifestyle #MindfulLiving",0.98,6001,206,79,31,0.0531,0,2025-02-09,14:25:00,531,LOW,SMALL,5
592,LinkedIn,carousel,Health,DE,JP,"2025-03-24 09:42:00","#Nutrition #HealthTips #Health #MentalHealth #Wellness #Fitness",0.77,36814,603,232,92,0.0252,0,2025-03-24,09:42:00,252,LOW,SMALL,5
593,LinkedIn,poll,Lifestyle,HI,BR,"2025-11-07 09:32:00","#DailyLife #Motivation #Lifestyle #Positivity",0.48,6468,445,171,68,0.1061,1,2025-11-07,09:32:00,1061,LOW,SMALL,5
594,LinkedIn,video,Lifestyle,UR,JP,"2025-04-13 11:35:00","#Motivation #Positivity #Wellness #DailyLife #MindfulLiving #Lifestyle",0.52,48015,1735,667,267,0.0556,0,2025-04-13,11:35:00,556,LOW,SMALL,5
595,LinkedIn,carousel,Entertainment,UR,MX,"2025-04-16 15:56:00","#FollowForMore #Funny #Trending #MovieTime #ShowBiz #Entertainment",0.66,38168,1643,632,252,0.0662,0,2025-04-16,15:56:00,662,LOW,SMALL,5
596,LinkedIn,article,Travel,ES,US,"2025-09-19 15:38:00","#ExploreMore #Wanderlust #Tourism #Travel #Journey #Adventure",0.01,13184,479,184,73,0.0559,0,2025-09-19,15:38:00,559,LOW,SMALL,5
597,LinkedIn,article,Business,DE,DE,"2025-03-16 03:20:00","#BusinessTips #StartupLife #Entrepreneur #CareerGrowth #Leadership #Hustle",0.63,40439,1287,495,198,0.049,0,2025-03-16,03:20:00,490,LOW,SMALL,5
598,LinkedIn,video,Entertainment,UR,CA,"2025-12-10 15:48:00","#Trending #ShowBiz #Viral #Funny #Entertainment #FollowForMore",0.99,28606,769,296,118,0.0414,0,2025-12-10,15:48:00,414,LOW,SMALL,5
599,LinkedIn,carousel,Sports,DE,CA,"2025-07-16 09:01:00","#Training #Cricket #Sports #Basketball #Fitness #Workout #Football",0.72,35571,672,258,103,0.0291,0,2025-07-16,09:01:00,291,LOW,SMALL,5
600,LinkedIn,article,Entertainment,JA,IN,"2025-08-01 08:48:00","#FollowForMore #Entertainment #Funny #Trending #Viral",0.64,46643,4278,1645,658,0.1411,1,2025-08-01,08:48:00,1411,LOW,SMALL,5
601,LinkedIn,carousel,Entertainment,DE,CA,"2025-02-22 09:08:00","#Trending #MovieTime #FollowForMore",0.45,48455,3940,1515,606,0.1251,1,2025-02-22,09:08:00,1251,LOW,SMALL,5
602,LinkedIn,image,Fashion,EN,US,"2025-05-13 01:03:00","#Fashion #OOTD #FashionTips #TrendingStyle #Style",0.5,10028,586,225,90,0.0901,1,2025-05-13,01:03:00,901,LOW,SMALL,5
603,LinkedIn,article,Sports,DE,MX,"2025-10-27 13:28:00","#Sports #Cricket #Workout #Fitness #Football #Basketball #Training",-0.71,48897,1707,656,262,0.0537,0,2025-10-27,13:28:00,537,LOW,SMALL,5
604,LinkedIn,article,Lifestyle,UR,IN,"2025-06-30 10:41:00","#DailyLife #Lifestyle #Wellness #MindfulLiving #Positivity #Motivation",0.53,26235,766,294,117,0.045,0,2025-06-30,10:41:00,450,LOW,SMALL,5
605,LinkedIn,article,Education,FR,CA,"2025-09-28 14:45:00","#Certification #Education #Learning #StudyTips #Knowledge #AcademicSuccess",0.67,41663,2319,892,356,0.0857,1,2025-09-28,14:45:00,857,LOW,SMALL,5
606,LinkedIn,carousel,Business,HI,UK,"2025-08-05 14:41:00","#Entrepreneur #CareerGrowth #BusinessTips",-0.08,31202,765,294,117,0.0378,0,2025-08-05,14:41:00,378,LOW,SMALL,5
607,LinkedIn,article,Travel,JA,DE,"2025-05-16 09:27:00","#Adventure #Tourism #ExploreMore #Wanderlust",0.66,25233,585,225,90,0.0357,0,2025-05-16,09:27:00,357,LOW,SMALL,5
608,LinkedIn,carousel,Health,FR,UK,"2025-04-07 14:38:00","#HealthTips #MentalHealth #Health #Fitness #Nutrition #Wellness",-0.8,4482,242,93,37,0.0832,1,2025-04-07,14:38:00,832,LOW,SMALL,5
609,LinkedIn,poll,Lifestyle,FR,IN,"2025-09-30 10:44:00","#Positivity #MindfulLiving #Wellness #Lifestyle #Motivation #DailyLife",0.5,14341,586,225,90,0.063,0,2025-09-30,10:44:00,630,LOW,SMALL,5
610,LinkedIn,image,Food,UR,US,"2025-02-18 15:19:00","#Foodie #MustTry #Cooking #Recipe #Food #FoodBlog",0.94,10295,996,383,153,0.149,1,2025-02-18,15:19:00,1490,LOW,SMALL,5
611,LinkedIn,carousel,Health,DE,US,"2025-04-01 02:43:00","#HealthTips #Fitness #MentalHealth",0.69,17220,908,349,139,0.0812,1,2025-04-01,02:43:00,812,LOW,SMALL,5
612,LinkedIn,article,Technology,UR,BR,"2025-09-26 10:06:00","#Programming #CodingLife #DataScience #TechTrends #MachineLearning",0.29,17865,1089,419,167,0.0939,1,2025-09-26,10:06:00,939,LOW,SMALL,5
613,LinkedIn,image,Education,JA,US,"2025-06-30 14:49:00","#AcademicSuccess #StudyTips #Learning #Education #Certification #Knowledge",-0.23,44212,3194,1228,491,0.1112,1,2025-06-30,14:49:00,1112,LOW,SMALL,5
614,LinkedIn,image,Travel,EN,BR,"2025-10-23 13:13:00","#Travel #Adventure #Tourism #Wanderlust #Journey #ExploreMore",0.14,30443,2447,941,376,0.1237,1,2025-10-23,13:13:00,1237,LOW,SMALL,5
615,LinkedIn,poll,Sports,UR,DE,"2025-06-19 15:19:00","#Sports #Cricket #Workout #Football",-0.14,30820,1470,565,226,0.0734,0,2025-06-19,15:19:00,734,LOW,SMALL,5
616,LinkedIn,image,Lifestyle,HI,US,"2025-09-13 04:43:00","#Wellness #Motivation #DailyLife #Positivity",0.44,20315,321,123,49,0.0244,0,2025-09-13,04:43:00,244,LOW,SMALL,5
617,LinkedIn,article,Business,UR,CA,"2025-03-05 14:27:00","#Hustle #BusinessTips #Leadership #Entrepreneur #CareerGrowth",0.57,33898,2232,858,343,0.1013,1,2025-03-05,14:27:00,1013,LOW,SMALL,5
618,LinkedIn,poll,Sports,HI,UK,"2025-03-15 06:37:00","#Football #Fitness #Sports",0.61,45466,2926,1125,450,0.099,1,2025-03-15,06:37:00,990,LOW,SMALL,5
619,LinkedIn,carousel,Health,HI,UK,"2025-06-04 10:27:00","#Fitness #HealthTips #Wellness #Nutrition #Health #MentalHealth",0.73,20730,829,319,127,0.0616,0,2025-06-04,10:27:00,616,LOW,SMALL,5
620,LinkedIn,image,Food,JA,AU,"2025-04-04 15:08:00","#Recipe #Cooking #FoodBlog #Foodie #MustTry #Food",0.98,31230,598,230,92,0.0295,0,2025-04-04,15:08:00,295,LOW,SMALL,5
621,LinkedIn,poll,Technology,PT,IN,"2025-03-13 09:15:00","#Innovation #DataScience #MachineLearning #CodingLife #AI #Programming #TechTrends",0.4,34948,1679,646,258,0.0739,0,2025-03-13,09:15:00,738,LOW,SMALL,5
622,LinkedIn,article,Entertainment,EN,UK,"2025-11-29 09:36:00","#MovieTime #Trending #Entertainment #Funny #ShowBiz #FollowForMore",0.06,37834,2354,905,362,0.0957,1,2025-11-29,09:36:00,956,LOW,SMALL,5
623,LinkedIn,carousel,Sports,FR,MX,"2025-06-04 23:51:00","#Cricket #Workout #Fitness #Sports #Basketball #Football",0.93,35067,865,332,133,0.038,0,2025-06-04,23:51:00,380,LOW,SMALL,5
624,LinkedIn,video,Entertainment,JA,US,"2025-09-16 09:19:00","#FollowForMore #Viral #MovieTime #Trending #ShowBiz #Funny",0.11,29334,681,262,104,0.0358,0,2025-09-16,09:19:00,358,LOW,SMALL,5
625,LinkedIn,article,Sports,ES,BR,"2025-03-29 10:30:00","#Football #Workout #Sports #Basketball #Fitness",0.63,46721,3610,1388,555,0.1189,1,2025-03-29,10:30:00,1189,LOW,SMALL,5
